amount,time_of_day,device_type,location_match,prev_fraud_flag,is_fraud
249205.0,1,3,1,0,0
213092.0,10,3,1,0,0
38465.0,8,2,1,0,0
462378.0,11,1,0,1,1
198138.0,7,0,1,0,0
20145.0,15,1,1,0,0
183422.0,0,2,1,0,0
421146.0,8,2,1,0,0
465473.0,19,0,1,0,0
28109.0,10,0,1,0,0
195835.0,0,0,0,0,0
238570.0,20,1,1,0,0
401902.0,17,1,0,0,0
3831.0,1,1,1,0,0
207528.0,16,0,1,1,0
303345.0,11,1,1,0,0
216220.0,2,0,1,0,0
386019.0,7,1,1,0,0
302045.0,9,0,1,0,0
498114.0,14,2,0,1,1
420561.0,7,0,1,0,0
292827.0,20,1,1,0,0
186529.0,7,0,0,0,0
9325.0,16,0,0,0,0
484948.0,2,1,0,0,1
461668.0,2,0,0,0,1
274585.0,12,0,1,0,0
257331.0,19,1,1,0,0
233949.0,4,3,0,0,0
152801.0,1,1,0,0,1
490638.0,7,2,1,0,0
162173.0,19,2,1,0,0
352360.0,5,3,0,0,0
437123.0,22,0,1,0,0
442783.0,15,0,1,0,0
482456.0,8,3,1,0,0
454531.0,5,3,0,0,0
243631.0,12,3,1,0,0
424538.0,4,2,1,0,0
61580.0,5,3,1,0,0
119555.0,18,2,1,1,0
53563.0,9,3,0,0,0
194025.0,0,1,1,1,1
194155.0,22,3,1,0,0
407078.0,11,1,1,0,0
355683.0,9,1,1,0,0
380413.0,14,3,1,0,0
317303.0,0,2,1,0,0
451710.0,11,1,1,0,0
437451.0,8,2,1,0,0
282875.0,1,1,1,0,0
484661.0,11,1,1,1,0
467184.0,15,0,0,0,0
305574.0,5,1,1,0,0
14714.0,10,2,1,0,0
360179.0,21,2,1,0,0
209231.0,21,0,1,0,0
397131.0,11,3,0,0,0
189103.0,19,0,1,0,0
341931.0,22,1,1,0,0
290358.0,2,3,1,0,0
300879.0,11,1,1,0,0
466447.0,8,2,1,1,0
484783.0,2,3,1,0,0
261450.0,12,0,1,0,0
90420.0,23,1,1,0,0
315498.0,17,2,0,0,0
85781.0,11,0,1,0,0
68526.0,12,0,1,0,0
383257.0,10,0,1,0,0
328810.0,11,2,1,0,0
266917.0,10,3,1,0,0
124104.0,18,3,1,0,0
6327.0,20,3,1,0,0
380656.0,7,1,1,0,0
218456.0,2,2,1,0,0
343007.0,15,0,0,0,0
133926.0,9,0,1,0,0
258793.0,7,2,1,1,0
282747.0,16,2,1,0,0
337372.0,10,1,1,0,0
427570.0,18,0,1,0,0
91362.0,9,3,1,1,0
116510.0,13,3,1,0,0
